time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
21/Oct/2021:22:26:30,44403789,12224440,125659190,26719056,4495560,11153516,22489413,6064321,12609218,21660262,11834245,14635904,71014582,12325832,253215736,15391264,26138175,4914400,30739845,25584943,71014582,11834245,25316007,253215736,26276799,26138175,44403789,9257713,21665177,125659190,11834245,21273879,27847766,12325832,11834245,16492016,7792468,6539697,19941843,6517089,71014582,9029967,5127414,38241505,47781561,12325832,27233293,12325832,44403789,21643638
21/Oct/2021:22:26:35,11834245,26618070,20494583,452538263,2133867,7875643,30467941,9257713,12325832,25833371,39174097,177436580,11834245,39174097,11834245,16874651,44403789,12325832,11834245,28771238,71014582,27736339,28100426,24037037,29282757,26871230,111722716,15531876,11834245,29282757,14003037,71014582,35374645,4844075,11834245,30739845,19941843,4844075,41485116,48429824,26276799,30739845,21665177,44403789,20757335,71014582,11834245,20494583,7784226,26276799
21/Oct/2021:22:26:40,26276799,11834245,47316635,28958556,19707787,29641744,22400295,9257713,52715920,46406266,28100426,9029967,12325832,5320920,27736339,1972944,9257713,6067701,12325832,44403789,11775199,30274909,9029967,27736339,31420652,11834245,125659190,28958556,12325832,253215736,12325832,20740256,22400295,70677732,16492016,4844075,16492016,11834245,11834245,30653965,71014582,23994742,5320920,16862775,9257713,26276799,16862775,9257713,19941843,9257713
21/Oct/2021:22:26:45,12325832,41255110,44403789,11834245,49308242,22400295,5320920,12325832,12325832,71014582,253215736,32805879,18928207,23412416,11834245,41255110,20757335,28100426,253215736,30739845,28958556,31420652,22400295,12325832,71014582,11834245,28687042,11834245,9557199,7875643,22621455,25636652,23994742,50561489,4844075,6781139,27847766,71014582,101333119,9257713,4844075,5320920,32805879,11834245,125659190,30739845,17258793,44403789,38488689,30274909
21/Oct/2021:22:26:50,15531876,13339831,31420652,19941843,50897450,12325832,5320920,13417540,27233293,29939898,7875643,12325832,9557199,253215736,5320920,47316635,73110036,5320920,11834245,4844075,27233293,21665177,47825351,71014582,11834245,19200479,42557891,30274909,3077445,15303780,16492016,76594540,3077445,26276799,28100426,177436580,71014582,44403789,253215736,11834245,80117492,9339893,44403789,12325832,30739845,17736920,12325832,28958556,11834245,11834245
21/Oct/2021:22:26:55,59666459,9257713,15531876,25636652,26276799,4844075,21509875,4844075,41666841,12325832,125659190,11834245,12325832,14501508,18200758,41666841,253215736,9557199,5320920,11834245,10123771,28799284,17505585,5320920,38747150,12325832,30654887,19941843,125659190,253215736,18200758,253215736,11610554,12609218,28958556,26276799,52715920,5778063,37422950,6234320,48995084,21665177,26276799,37781078,7784226,12325832,12325832,30739845,44403789,19941843
21/Oct/2021:22:27:00,11834245,22400295,26276799,38001004,9029967,38488689,110230339,51808325,71014582,29093344,29939898,18200758,30593215,74507249,41024081,19707787,12325832,11834245,87403298,15531876,3204932,29282757,44403789,30739845,27233293,31420652,11834245,16492016,11834245,26871230,253215736,5127414,39174097,253215736,210001534,20740256,71014582,26276799,28958556,9029967,21188012,12325832,9257713,39773569,30739845,11834245,27233293,16492016,24429881,70677732
21/Oct/2021:22:27:05,29769619,39174097,12325832,4844075,7736249,16586916,44403789,44403789,12609218,47781561,71014582,71014582,9257713,12325832,71014582,9257713,71014582,15751436,44403789,16586916,47781561,11153516,26276799,14501508,47781561,21665177,29641744,25584943,28326535,22400295,19824468,76594540,12325832,9698368,27233293,11834245,19732871,23312429,5320920,21665177,71014582,12325832,9257713,29939898,4495560,9029967,7736249,71014582,29183153,1235270
21/Oct/2021:22:27:10,22400295,19707787,12656193,19707787,107046772,71014582,26276799,28958556,44403789,12609218,71014582,31346226,16492016,28036538,125659190,30739845,26276799,26276799,26276799,26276799,22224324,4918693,12325832,22400295,27736339,39174097,253215736,253215736,71014582,8306779,5320920,19200479,11834245,26276799,70677732,44403789,31420652,4844075,11834245,20767825,9257713,28854527,32628895,16586916,13895690,71014582,16498522,30739845,4844075,26276799
21/Oct/2021:22:27:15,23806620,11834245,30739845,24906578,13417540,12325832,68666775,23798186,16498522,71014582,4914400,12325832,29049473,18200758,29049473,12325832,38241505,27233293,4005547,12325832,30711657,29480782,11834245,125659190,44403789,15726643,20740256,19707787,19941843,71014582,20178617,71014582,44403789,8094254,12325832,5320920,18719136,11834245,177436580,27908482,28687042,20740256,63119614,17758904,11834245,12919196,19941843,20178617,22400295,17736920
21/Oct/2021:22:27:20,14501508,11834245,24263846,26276799,4005547,26276799,23994742,29183153,30007911,4844075,5320920,26276799,27527863,41255110,11834245,59666459,18200758,11834245,19941843,9459337,8600529,16862775,10490348,12325832,27736339,16492016,71014582,29282757,71014582,5533687,3204932,12325832,19941843,47316635,4844075,12325832,3675062,9342383,47781561,18200758,28854527,26357258,4844075,177436580,29183153,46942661,28957792,11834245,11834245,12656193
21/Oct/2021:22:27:25,125659190,35374645,11834245,44403789,3077445,4844075,84883504,322609143,24450647,125659190,177436580,30739845,20757335,71014582,4844075,24450647,4844075,38301060,49308242,44403789,20611665,4844075,49308242,12325832,177436580,52715920,68715808,19200479,12325832,11834245,11834245,11543554,11834245,125659190,17736920,30739845,20812078,29282757,12325832,59666459,20740256,12325832,12609218,19707787,14003037,18719136,19941843,44403789,25265348,86812182
21/Oct/2021:22:27:30,20023477,22400295,12455958,11153516,8422339,9557199,11441226,11983747,28844488,19602797,77015768,9557199,44403789,22400295,35374645,26276799,11834245,47316635,12455958,27233293,26276799,10284057,28834397,2133867,322609143,23994742,30654887,28920560,5127414,13417540,12609218,14635904,29336136,253215736,12033934,12325832,38110670,220675544,4844075,29282757,16245978,26276799,19707787,38001004,11834245,11543554,38001004,68715808,7861994,253215736
21/Oct/2021:22:27:35,30739845,71014582,12325832,36788120,11834245,22224324,71014582,38241505,12224440,20740256,71014582,28958556,30739845,16862775,26276799,21665177,7784226,18977823,322609143,71014582,23806620,9557199,33358037,47316635,19707787,13417540,12325832,28854527,18266619,13339831,28100426,12325832,9557199,31420652,12656193,11834245,29049473,20343229,13417540,44403789,27850574,9459337,12274733,17290285,12455958,10728417,19969969,26276799,13417540,29641744
21/Oct/2021:22:27:40,7875643,26702458,26276799,39174097,38001004,3077445,481462,21719096,11610554,17594607,11610554,7875643,71014582,13895690,39174097,26276799,17355167,29641744,39174097,253215736,30654887,26702458,5320920,47316635,12325832,26276799,12325832,24037037,177436580,11834245,31528557,4844075,35374645,15303780,11834245,19707787,12325832,5320920,13913412,38110670,11834245,17849784,38110670,6781139,29641744,26276799,14003037,29183153,12325832,59666459
21/Oct/2021:22:27:45,77694994,5320920,27233293,50561489,26276799,44403789,19732871,28958556,1994020,143460022,1994020,29263378,10965234,19409378,20023477,32805879,27736339,11834245,11834245,26276799,19707787,29263378,28958556,177436580,77015768,37422950,16492016,4844075,12980880,125659190,17736920,11834245,31098149,4005547,1566193,26276799,17355167,220675544,16862775,15531876,39174097,11153516,4914400,13417540,253215736,30739845,7456610,11266608,26276799,44403789
21/Oct/2021:22:27:50,20095279,22400295,31034933,14501508,71014582,27233293,16520930,15531876,32628895,30739845,26276799,26969798,26276799,8625528,17729596,26276799,15531876,22400295,71014582,11834245,44403789,37781078,24877962,11834245,9029967,11834245,44403789,6664501,71014582,26276799,61779920,44403789,11834245,6517089,19941843,12325832,9557199,11834245,136339131,16862775,20095279,21665177,5320920,11266608,76594540,26276799,11834245,71014582,26276799,5320920
21/Oct/2021:22:27:55,11834245,210001534,30739845,38241505,12325832,24037037,71014582,95936903,26276799,26276799,4844075,4518075,148771527,27974430,11834245,7456610,253215736,177436580,5320920,5320920,12609218,15531876,27233293,20740256,12325832,9257713,14501508,125659190,13417540,11834245,46447249,11153516,4844075,38996818,31034933,28100426,12809441,452538263,44403789,30739845,9339893,10490348,22580634,253215736,11834245,44403789,12903099,21665177,46447249,47316635
21/Oct/2021:22:28:00,11834245,20611665,11834245,5320920,13913412,29963922,12325832,8208751,70677732,12325832,11834245,9557199,41213827,12325832,30739845,59666459,5320920,38001004,26276799,44403789,26276799,15013317,16862775,11834245,12325832,4844075,23806620,15013317,20023477,22400295,5320920,47781561,177436580,5320920,38110670,5320920,19824468,16862775,12325832,26871230,30739845,19941843,14003037,26276799,9029967,16492016,26276799,17736920,177436580,11834245
21/Oct/2021:22:28:05,29657216,1994020,71014582,30739845,2779541,45180787,6438374,12325832,12325832,54733311,253215736,5320920,30739845,26276799,12325832,27233293,26357258,177436580,26276799,15531876,12325832,41024081,28687042,452538263,11834245,16969632,30904671,30739845,9680386,22400295,28687042,23806620,27233293,44403789,4844075,35374645,30739845,5320920,2697713,125659190,8306779,3127752,16195794,26276799,12656193,5320920,20834274,26276799,44403789,16492016
21/Oct/2021:22:28:10,50561489,11266608,16862775,44041663,28958556,4844075,15303780,71014582,253215736,49040958,19941843,9029967,44403789,11834245,9257713,20740256,28279161,8136515,28854527,19200479,37422950,77015768,44403789,27736339,12325832,11834245,3813709,22646992,6664501,12325832,253215736,26871230,26276799,47316635,4005547,4844075,5320920,12325832,71014582,7875643,12325832,44403789,26276799,46406266,14501508,177436580,26276799,16492016,10490348,22926532
21/Oct/2021:22:28:15,5127414,28002164,5320920,71014582,26871230,16492016,4844075,109520647,28687042,4844075,31034933,5320920,177436580,10284057,7875643,26276799,177436580,3077445,21665177,11834245,2132591,12455958,17758904,12325832,253215736,13339831,4844075,9257713,24884705,30739845,452538263,177436580,18719136,39174097,5320920,16492016,33166735,12325832,253215736,7456610,39174097,23806620,11834245,16492016,253215736,5320920,27645970,5320920,5320920,44041119
21/Oct/2021:22:28:20,50561489,28326535,23806620,26276799,4844075,47825351,9257713,4844075,11834245,12325832,4844075,26276799,11834245,11834245,19200479,14501508,13339831,452538263,125659190,30739845,11834245,71014582,71014582,23476099,84883504,3813709,12325832,3813709,28854527,38241505,9029967,12325832,35374645,24450647,48429824,73110036,11834245,26276799,71014582,12325832,2133867,16586916,253215736,11834245,4149732,63119614,26182661,13681766,11266608,177436580
21/Oct/2021:22:28:25,71014582,28854527,21665177,452538263,27233293,71014582,14003037,12980880,28687042,50561489,12325832,71014582,44403789,28687042,29183153,16534043,71014582,41024081,29975309,26276799,4914400,19200479,11337978,26276799,5127414,253215736,11834245,31125960,452538263,21665177,28247742,9621302,8113499,5320920,12325832,12325832,23806620,26276799,47825351,70677732,17355167,20740256,220675544,11834245,28844488,44403789,26871230,20740256,5320920,19200479
21/Oct/2021:22:28:30,17758904,11834245,47554449,11834245,9557199,22400295,23994742,30654887,28687042,110230339,15531876,28687042,71014582,11834245,71014582,61882131,4844075,25636652,5320920,24450647,452538263,25422969,22400295,27233293,11834245,11834245,253215736,19200479,27527863,17355167,2860251,28100426,9698368,38241505,19707787,20757335,1994020,28687042,19707787,71014582,11834245,23994742,3077445,22400295,11834245,11523706,12529486,5320920,29049473,15531876
21/Oct/2021:22:28:35,30739845,26276799,16821658,30654887,20894667,11834245,74507249,16534043,37592717,10965234,29449640,20740256,22400295,12325832,5127414,35374645,11834245,48995084,253215736,26719056,20740256,18719136,27617374,44403789,26276799,41666841,38001004,22400295,4844075,35374645,29866727,12656193,253215736,11834245,11834245,4844075,71014582,452538263,11834245,20740256,12980880,253215736,16862775,11278780,5320920,27908482,47781561,44403789,38203041,71014582
21/Oct/2021:22:28:40,4108406,26276799,26276799,54733311,71014582,3629898,19941843,30739845,19707787,71014582,42433599,22400295,12609218,4844075,4495560,16862775,125659190,28958556,9029967,44403789,101333119,26276799,20660366,18200758,16862775,16862775,5320920,24450647,4769705,4518075,38203041,16492016,26276799,4844075,71014582,28854527,38203041,11834245,20343229,11834245,12325832,28687042,71014582,50561489,11834245,11834245,12325832,38001004,39174097,28687042
21/Oct/2021:22:28:45,253215736,11013230,11834245,11834245,13417540,49040958,125659190,18719136,26276799,5320920,3077445,8719614,8618093,47781561,22400295,27233293,59666459,322609143,71014582,38241505,11834245,20023477,30739845,23058892,95936903,17531828,253215736,15531876,29845544,12919196,13913412,9621302,12325832,16862775,177436580,11834245,18810454,71014582,5320920,11153516,25265348,44403789,5320920,11153516,44403789,7792468,12224440,253215736,177436580,177436580
21/Oct/2021:22:28:50,20817922,11834245,48429824,21665177,11834245,25636652,74507249,3813709,5817182,11834245,71014582,26276799,9029967,114239168,210001534,29049473,110230339,28687042,14501508,26276799,11834245,26276799,3077445,27233293,11834245,109520647,11740746,22984992,26276799,11834245,11834245,68695600,21665177,16862775,38203041,11834245,452538263,11834245,44403789,210001534,16492016,26276799,12609218,253215736,253215736,29939898,12325832,38203041,4844075,11834245
21/Oct/2021:22:28:55,70677732,28854527,26276799,14284875,3077445,10490348,28687042,11834245,16492016,4844075,29939898,3077445,27233293,19200479,54733311,27736339,26276799,21665177,15303780,253215736,14003037,5320920,28958556,20740256,16862775,4495560,26276799,76594540,25265348,16063786,27233293,12325832,26276799,11834245,41024081,12609218,9621302,47781561,46406266,26276799,3629898,28687042,11834245,12903099,29449640,31088145,11266608,11834245,30739845,71014582
21/Oct/2021:22:29:00,15303780,26276799,11013230,9557199,16492016,24450647,11834245,11184211,13417540,7792468,253215736,71014582,12325832,12325832,11834245,11834245,11543554,25265348,23412416,28957792,26276799,26276799,3578389,33016409,20740256,16492016,12919196,13417540,30739845,12224440,30654887,29282757,30739845,12325832,12325832,61779920,4844075,30196811,22405418,5320920,253215736,30196811,26276799,220675544,23994742,10490348,41024081,9257713,12325832,26276799
21/Oct/2021:22:29:05,8132120,26276799,11834245,71014582,210001534,12325832,11543554,15531876,16862775,29263378,41485116,12325832,50561489,25265348,5320920,177436580,9557199,71014582,16874651,11153516,12325832,31125960,21162640,11834245,15391264,39565845,11834245,19399411,26276799,27736339,12609218,12325832,12325832,38241505,12609218,16534043,20023477,27233293,27233293,29183153,71014582,12325832,11543554,44403789,39174097,71014582,6067701,12609218,22400295,11834245
21/Oct/2021:22:29:10,10785848,101333119,3675062,28036538,46406266,9557199,125659190,9557199,12778738,95936903,10965234,253215736,44403789,5320920,33166735,29835748,41255110,6664501,30739845,12656193,16874651,27233293,44403789,5320920,59666459,4914400,36962816,35374645,6664501,29922004,12325832,26182661,28854527,253215736,26276799,30739845,46406266,12325832,20611665,2697713,21665177,16492016,12325832,71014582,17290285,46406266,253215736,452538263,11266608,12325832
21/Oct/2021:22:29:15,11153516,11834245,28958556,11834245,44403789,12325832,5320920,31420652,71014582,47316635,4005547,44403789,39042014,28100426,30739845,12325832,5320920,8842201,16492016,4005547,5320920,41255110,20740256,14501508,4005547,20817922,71014582,27974430,12325832,15751436,11834245,253215736,13417540,11834245,12325832,12980880,12617189,47554449,15303780,74507249,71014582,5320920,28958556,44403789,32805879,9339893,71014582,1235270,37268983,44403789
21/Oct/2021:22:29:20,38203041,35374645,11834245,125659190,44403789,9557199,23588109,24450647,148771527,12325832,88877718,8836553,44403789,12224440,6664501,26276799,11834245,15303780,22400295,253215736,26871230,18810454,253215736,4844075,49040958,20023477,61882131,28854527,3340976,12325832,11834245,21665177,28957792,32805879,11834245,19062166,71014582,11834245,5320920,26276799,5614070,71014582,21665177,6664501,26276799,13417540,11834245,71014582,10965234,11834245
21/Oct/2021:22:29:25,29904447,15531876,12980880,26276799,11834245,23994742,5127414,12188988,31420652,20740256,28247742,169776496,35374645,29049473,25795394,12778738,20757335,4005547,5320920,30252422,11834245,24450647,71014582,46406266,63119614,15222225,56121590,41024081,18200758,12325832,26506378,71014582,110230339,12609218,7916238,5320920,30739845,11834245,14003037,11834245,25458890,28100426,28854527,253215736,26871230,11834245,22400295,28326535,11834245,1566193
21/Oct/2021:22:29:30,11834245,5320920,24037037,11834245,39174097,39174097,9486402,38001004,71014582,22400295,7784226,37268983,1315874,31125960,469008693,11834245,2133867,21665177,21811423,11834245,71014582,12872370,42557891,177436580,31125960,19941843,19941843,11834245,5533687,29975309,253215736,22400295,19941843,452538263,21161277,11834245,12325832,13417540,44403789,20121400,2133867,6893351,18568512,44403789,44403789,5320920,12325832,71014582,20812078,16534043
21/Oct/2021:22:29:35,19941843,28687042,26276799,12325832,12325832,4005547,253215736,22400295,14003037,38203041,22400295,30739845,253215736,12325832,9557199,11834245,12656193,6664501,71014582,6376525,5320920,47316635,11834245,33166735,18719136,11266608,38241505,20812078,23994742,12325832,11834245,21162640,12325832,18200758,50337816,26276799,26276799,12609218,71014582,9339893,12325832,26276799,11834245,11834245,12325832,26575750,253215736,253215736,21162640,20812078
21/Oct/2021:22:29:40,20740256,253215736,16862775,15531876,44403789,39174097,253215736,11834245,13773340,44403789,80117492,220675544,95144648,5320920,46406266,41024081,5320920,18719136,11834245,11834245,21665177,19200479,11834245,210001534,11834245,30654887,4844075,59666459,15531876,21665177,9339893,22400295,26276799,28326535,22400295,12325832,61779920,46406266,4149732,9257713,21665177,136339131,18719136,49931907,71014582,5320920,71014582,71014582,4844075,22400295
21/Oct/2021:22:29:45,11834245,3077445,46942661,26276799,12325832,28854527,5320920,18200758,10965234,5127414,15531876,14003037,253215736,22400295,11834245,27233293,37422950,9557199,40165151,5320920,11834245,15531876,28854527,32805879,16492016,11834245,44403789,253215736,47781561,12325832,46406266,71014582,12903099,20740256,28687042,26023927,29446158,26276799,7792468,125659190,9257713,26276799,44403789,30739845,97062835,20812078,6106382,11834245,12325832,22017224
21/Oct/2021:22:29:50,19200479,11834245,253215736,30739845,11834245,25265348,14501508,12980880,21767538,7456610,11834245,23994742,29336136,71014582,5127414,469008693,20595651,5320920,7456610,77015768,44403789,37268983,44041663,21665177,20740256,11834245,10490348,11834245,23806620,15330744,12455958,12224440,26276799,11266608,11834245,38241505,38110670,11834245,39174097,28326535,26276799,11834245,29446158,7456610,26276799,26276799,71014582,13913412,19941843,12903099
21/Oct/2021:22:29:55,50897450,12188398,8422339,5320920,27527863,148771527,26276799,24450647,11834245,11834245,37781078,27527863,25999429,25705312,15531876,44403789,17245229,4495560,21665177,23806620,12325832,11834245,29866727,9257713,11834245,253215736,452538263,101333119,14501508,125659190,11834245,12325832,50337816,38001004,28687042,12609218,28854527,44403789,12325832,30739845,38488689,17729596,253215736,1994020,30671647,17758904,5320920,253215736,19707787,20370430
21/Oct/2021:22:30:00,21273879,71014582,11834245,37268983,38001004,322609143,16245978,32931896,28958556,24263846,5320920,24782026,44403789,44403789,26276799,71014582,61882131,25758182,12024263,22400295,44403789,12325832,9110001,9029967,19707787,28100426,4844075,30274909,37592717,253215736,25758182,20740256,18266619,28958556,41666841,37268983,5127414,4844075,22400295,5320920,47316635,30431892,27233293,11834245,12325832,32931896,26276799,26276799,28687042,20370430
21/Oct/2021:22:30:05,26276799,18200758,22400295,23994742,452538263,21000133,24450647,11834245,5320920,5320920,27233293,11775199,44403789,3541643,12325832,12226312,4844075,19707787,28771238,15531876,19707787,44403789,177436580,30654887,63119614,13648629,9039452,16296806,27233293,11834245,253215736,9897958,322609143,23806620,7736249,26276799,111722716,41024081,39174097,19941843,26276799,1235270,17835137,30739845,71014582,16862775,27233293,6376525,14635904,22542750
21/Oct/2021:22:30:10,30739845,28854527,44403789,11834245,9557199,44403789,16245978,30431892,22400295,11153516,35118680,29975309,44403789,11834245,30196811,15222225,2133867,12325832,253215736,12960632,44403789,5127414,9557199,2133867,20418436,19707787,16105671,14501508,10490348,38203041,177436580,27856523,5127414,11834245,15391264,12224440,71014582,23994742,26871230,20740256,11834245,26276799,11612533,44403789,97062835,11153516,32805879,5320920,12325832,44403789
21/Oct/2021:22:30:15,12325832,24450647,27908482,19200479,44403789,49040958,52715920,4844075,27233293,16862775,11834245,4844075,253215736,28958556,30739845,26276799,12325832,24037037,1994020,4844075,12325832,26276799,4005547,11834245,77015768,26276799,30739845,4844075,19941843,4844075,7456610,13417540,12609218,30653965,22400295,44403789,13417540,16862775,18928207,4490016,11153516,19707787,59666459,28854527,19941843,16534043,29282757,14501508,41024081,18196622
21/Oct/2021:22:30:20,11834245,28958556,5320920,46406266,6064321,41666841,71014582,29049473,27736339,12325832,29049473,27233293,19200479,26276799,21323807,11834245,8836553,253215736,21665177,12325832,177436580,11834245,39174097,5320920,28958556,39174097,27233293,5785154,70677732,253215736,19563260,12325832,8208751,26890541,11834245,12325832,10123771,16862775,10490348,9557199,28958556,7784226,28687042,4844075,22542750,27233293,11834245,11834245,44403789,10728417
21/Oct/2021:22:30:25,30712210,9257713,44403789,12325832,36186923,71014582,5320920,28844488,11834245,253215736,12325832,39174097,18928207,11834245,18719136,11834245,71014582,10490348,21665177,5320920,71014582,11834245,44403789,9110001,11834245,5320920,26276799,46406266,125659190,19941843,22400295,27233293,11834245,27847766,39174097,32805879,17290285,11834245,17505585,39174097,29049473,48429824,12656193,10490348,11834245,9029967,71014582,11834245,26276799,22400295
21/Oct/2021:22:30:30,7792468,19707787,22400295,322609143,27736339,11834245,20383047,21665177,41024081,19707787,11834245,50897450,28687042,45180787,29866727,23412416,9257713,9339893,11834245,13417540,47554449,12960632,9339893,12325832,44403789,19824468,125659190,8136515,18242553,12325832,16862775,6664501,18200758,7792468,5833657,4844075,14501508,23994742,28687042,452538263,26276799,18719136,20740256,2133867,8600529,4844075,23994742,26276799,11834245,28958556
21/Oct/2021:22:30:35,11834245,77015768,11834245,28958556,4844075,2697713,11834245,71014582,5320920,42433599,26276799,71014582,19200479,11834245,46406266,4844075,23994742,38241505,6064321,26276799,10490348,71014582,71014582,38110670,22224324,125659190,26276799,16969632,4844075,18810454,38488689,48995084,28687042,12459126,44403789,70677732,13417540,4769705,4844075,11834245,24263846,177436580,71014582,28854527,26276799,5320920,28687042,11834245,27736339,11775199
21/Oct/2021:22:30:40,11834245,11834245,136339131,19707787,26276799,29282757,11834245,28100426,38203041,54733311,13913412,177436580,71014582,29910945,41024081,22400295,13417540,11610554,22387092,14915075,28958556,44403789,71014582,136339131,83011766,71014582,253215736,21665177,29939898,28958556,46406266,9257713,4844075,71014582,16805315,41024081,28687042,11834245,12980880,28854527,26276799,26276799,44403789,13339831,71014582,14003037,11834245,18951480,71014582,15531876
21/Oct/2021:22:30:45,125659190,12325832,44403789,50561489,19200479,10555973,11834245,15531876,29282757,25265348,23994742,12325832,11266608,26276799,15303780,48429824,30739845,12325832,71014582,22400295,11834245,4149732,169776496,70677732,4844075,2133867,47316635,71014582,28771238,71014582,41485116,44403789,12325832,9557199,11834245,12325832,4844075,4149732,6017904,70677732,9557199,50561489,12325832,6929578,26276799,11834245,28958556,46406266,23994742,11834245
21/Oct/2021:22:30:50,27233293,16862775,5618063,21665177,4844075,3675062,12325832,11834245,29769619,28957792,9557199,12325832,46406266,4844075,38001004,29939898,71014582,19200479,4844075,19200479,30739845,28687042,22400295,11834245,19941843,29769619,5127414,12325832,12325832,125659190,27233293,39174097,26276799,28958556,9557199,12325832,11834245,47781561,71014582,6064321,22400295,12325832,4005547,11834245,5320920,22400295,46406266,22400295,4844075,38001004
21/Oct/2021:22:30:55,41255110,46406266,5329696,26276799,27736339,26434615,11153516,8625528,23994742,253215736,9557199,11834245,26276799,16245978,11834245,9257713,20812078,28854527,16492016,27889499,11834245,41255110,28100426,22400295,5320920,5320920,20740256,27233293,12980880,26276799,11834245,71014582,18059871,38110670,16862775,39174097,44403789,12678261,26276799,5320920,12903099,26276799,12325832,28687042,7875643,12325832,37592717,48995084,21665177,4844075
21/Oct/2021:22:31:00,11834245,9557199,44403789,5320920,27233293,27233293,29866727,7916238,22400295,30512551,15531876,12325832,2133867,71014582,26618070,23588109,16492016,26276799,71014582,11834245,16492016,18200758,5127414,16492016,12325832,50561489,11834245,47554449,29588049,37422950,19941843,452538263,5320920,18928207,71014582,20740256,125659190,14501508,41255110,28957792,27233293,28100426,71014582,71014582,253215736,125659190,12325832,16534043,28036538,11834245
21/Oct/2021:22:31:05,8136515,9557199,47316635,29049473,11834245,46406266,12325832,253215736,41255110,21040046,44403789,52715920,12325832,21665177,11834245,11834245,14003037,4844075,177436580,4844075,23165250,26276799,27736339,125659190,18200758,47316635,39174097,452538263,18200758,11834245,19941843,12980880,21841989,11834245,11834245,26094318,7916238,27974430,17736920,5127414,77015768,11834245,28799284,12325832,24415242,26276799,11834245,71014582,11834245,37422950
21/Oct/2021:22:31:10,177436580,9339893,71014582,4769705,21665177,171649528,59666459,452538263,27850755,110230339,25636652,20740256,20914553,4844075,27233293,26276799,253215736,26276799,26669445,27083463,5320920,54733311,26276799,15531876,39174097,20740256,9698368,39174097,19365371,11834245,9339893,5320920,16492016,26094318,8971154,29336136,5320920,5320920,44403789,6064321,17290285,71014582,253215736,71014582,22400295,30739845,8136515,28957792,210001534,20740256
21/Oct/2021:22:31:15,28958556,11834245,11834245,27736339,11834245,16492016,22400295,6517089,16492016,29769619,30654887,37592717,177436580,6067701,38203041,15531876,12325832,26276799,71014582,12033934,11834245,11834245,71014582,12325832,125659190,3119421,11834245,9257713,26276799,50561489,26276799,177436580,12609218,8128841,11834245,21665177,27850574,11834245,11834245,18719136,44403789,5320920,12325832,16862775,22400295,9339893,28687042,9339893,177436580,5329696
21/Oct/2021:22:31:20,71014582,71014582,25636652,16862775,71014582,12325832,11834245,19941843,20740256,177436580,24037037,169776496,18719136,23994742,9257713,20370430,29449640,18719136,12325832,12656193,19200479,15303780,21665177,12033934,24037037,23165250,16111841,71014582,18719136,5320920,26276799,12455958,13339831,12325832,253215736,38110670,18810454,11834245,12809441,17736920,32805879,9557199,20740256,253215736,253215736,253215736,21162640,41024081,52715920,215116884
21/Oct/2021:22:31:25,26276799,9557199,71014582,4844075,13339831,30739845,35374645,16492016,71014582,28958556,253215736,26357258,11834245,29866727,25584943,46942661,253215736,20812078,29866727,9029967,26276799,8208751,11834245,11834245,18196622,4844075,5320920,23476099,29067925,26276799,5320920,47825351,30739845,7456610,21665177,12325832,27736339,5320920,49040958,27233293,11834245,29868356,177436580,18810454,8136515,22412044,8136515,11834245,42557891,38203041
21/Oct/2021:22:31:30,71014582,8500084,5320920,1235270,11834245,11834245,12325832,14501508,2055175,29641744,63119614,1994020,28958556,30079221,8113499,17181860,30739845,12325832,16492016,14003037,14003037,4844075,41255110,39174097,22400295,12325832,9257713,30654887,26276799,26276799,14501508,11834245,12325832,125659190,9257713,16492016,11834245,253215736,4844075,11834245,28687042,71014582,22400295,47316635,19200479,110230339,12325832,142680527,2055175,36186923
21/Oct/2021:22:31:35,26276799,4844075,46942661,11013230,71014582,15391264,11834245,38110670,26276799,26276799,70677732,26276799,16492016,26276799,12778738,18200758,46406266,52715920,7055057,27456777,12325832,44403789,30739845,9680386,23806620,14501508,12325832,4844075,4844075,13580042,26276799,15303780,4844075,44403789,20812078,5320920,16492016,28958556,52715920,11834245,12325832,36186923,177436580,71014582,16492016,26881636,5833657,17705210,80117492,452538263
21/Oct/2021:22:31:40,12609218,26276799,18928207,15303780,12325832,9555114,44403789,12325832,10020388,15289085,44403789,4844075,11834245,16492016,15170642,3077445,56121590,26276799,71014582,32978827,26276799,9029967,12455958,177436580,19707787,5320920,125659190,3077445,11834245,12325832,28958556,12325832,11834245,11834245,41024081,253215736,452538263,4844075,47781561,27233293,9557199,11834245,12325832,23947090,26276799,44403789,52715920,44403789,2101118,452538263
21/Oct/2021:22:31:45,71014582,25636652,11834245,30739845,14003037,110230339,30739845,27233293,30739845,11834245,110230339,5320920,15531876,16598906,9029967,28958556,12325832,15170642,19941843,16492016,3813709,26276799,20611665,20740256,44403789,71014582,23806620,10965234,11834245,16208709,7875643,27847766,4844075,5320920,5833657,15289085,21665177,26276799,12903099,11834245,44403789,7875643,11834245,46406266,23994742,11834245,26276799,26276799,5320920,26276799
